Episode,Time,Reward,World,Stage,X Position,Y Position,Life,Score,Status,Reached Flag
310,18.254316091537476,1015.0,1,1,40,79,1,300,small,False
311,13.66008472442627,1060.0,1,1,40,79,1,300,small,False
312,2.8829333782196045,238.0,1,1,40,79,1,0,small,False
313,15.509979724884033,1330.0,1,1,1320,79,1,200,small,False
314,2.6239166259765625,247.0,1,1,40,79,1,0,small,False
315,2.3065662384033203,248.0,1,1,40,79,1,0,small,False
316,16.43025493621826,597.0,1,1,40,79,1,100,small,False
317,12.512213706970215,812.0,1,1,40,79,1,100,small,False
318,22.491549968719482,786.0,1,1,40,79,1,200,small,False
319,13.728199243545532,808.0,1,1,40,79,1,200,small,False
320,68.28124356269836,432.0,1,1,40,79,1,100,small,False
321,6.238805294036865,639.0,1,1,40,79,1,100,small,False
322,15.834527015686035,1029.0,1,1,40,79,1,300,small,False
323,11.930392503738403,637.0,1,1,40,79,1,200,small,False
324,6.776103973388672,602.0,1,1,40,79,1,100,small,False
325,34.94386386871338,754.0,1,1,40,79,1,200,small,False
326,2.4521920680999756,249.0,1,1,40,79,1,0,small,False
327,14.525961875915527,807.0,1,1,40,79,1,200,small,False
328,13.5862455368042,1336.0,1,1,1320,79,1,0,small,False
329,34.496944189071655,984.0,1,1,40,79,1,200,small,False
330,17.116583585739136,1318.0,1,1,40,79,1,100,small,False
331,8.120258808135986,635.0,1,1,40,79,1,200,small,False
332,10.892790794372559,816.0,1,1,40,79,1,200,small,False
333,2.087637186050415,247.0,1,1,40,79,1,0,small,False
334,12.188167095184326,812.0,1,1,40,79,1,0,small,False
335,11.359130620956421,1044.0,1,1,40,79,1,300,small,False
336,2.5036325454711914,252.0,1,1,40,79,1,0,small,False
337,2.577720880508423,248.0,1,1,40,79,1,0,small,False
338,17.580986499786377,732.0,1,1,40,79,1,600,small,False
339,10.160278797149658,732.0,1,1,40,79,1,100,small,False
340,2.416133165359497,246.0,1,1,40,79,1,0,small,False
341,21.692805528640747,703.0,1,1,40,79,1,300,small,False
342,2.260788679122925,245.0,1,1,40,79,1,0,small,False
343,6.5783631801605225,624.0,1,1,40,79,1,100,small,False
344,17.856688022613525,1027.0,1,1,40,79,1,300,small,False
345,12.447645664215088,635.0,1,1,40,79,1,100,small,False
346,2.9591591358184814,238.0,1,1,40,79,1,200,small,False
347,2.6570489406585693,248.0,1,1,40,79,1,0,small,False
348,11.733666181564331,635.0,1,1,40,79,1,100,small,False
349,11.728437185287476,635.0,1,1,40,79,1,100,small,False
350,2.464952230453491,243.0,1,1,40,79,1,0,small,False
351,32.17933964729309,673.0,1,1,40,79,1,200,small,False
352,19.46387219429016,794.0,1,1,40,79,1,200,small,False
353,14.71892499923706,734.0,1,1,40,79,1,200,small,False
354,2.228890895843506,249.0,1,1,40,79,1,0,small,False
355,2.2033028602600098,251.0,1,1,40,79,1,0,small,False
356,37.755958795547485,1802.0,1,1,1320,79,1,400,small,False
357,28.218409538269043,1887.0,1,1,1320,79,1,1700,small,False
358,14.194260120391846,1034.0,1,1,40,79,1,300,small,False
359,2.095714569091797,250.0,1,1,40,79,1,0,small,False
360,10.437989711761475,640.0,1,1,40,79,1,100,small,False
361,10.461325407028198,641.0,1,1,40,79,1,200,small,False
362,20.31635093688965,792.0,1,1,40,79,1,200,small,False
363,5.510759592056274,627.0,1,1,40,79,1,200,small,False
364,64.2020103931427,885.0,1,1,40,79,1,300,small,False
365,10.80544376373291,640.0,1,1,40,79,1,0,small,False
366,9.82049036026001,598.0,1,1,40,79,1,200,small,False
367,2.3772757053375244,245.0,1,1,40,79,1,0,small,False
368,18.90177035331726,1032.0,1,1,40,79,1,200,small,False
369,15.278484582901001,1032.0,1,1,40,79,1,300,small,False
370,34.74341034889221,682.0,1,1,40,79,1,300,small,False
371,5.80339241027832,637.0,1,1,40,79,1,400,small,False
372,11.99547004699707,1039.0,1,1,40,79,1,100,small,False
373,25.077401638031006,698.0,1,1,40,79,1,100,small,False
374,14.0292809009552,800.0,1,1,40,79,1,300,small,False
375,13.40673041343689,1037.0,1,1,40,79,1,0,small,False
