Episode,Time,Reward,World,Stage,X Position,Y Position,Life,Score,Status,Reached Flag
91,1.2954626083374023,551.0000000000011,1,1,39,79,1,0,small,False
92,5.980770826339722,445.0000000000106,1,1,40,79,1,200,small,False
93,6.9858238697052,433.400000000011,1,1,40,79,1,100,small,False
94,3.166348695755005,530.4000000000052,1,1,40,79,1,200,small,False
95,6.074860572814941,405.40000000001066,1,1,39,79,1,300,small,False
96,3.7701621055603027,1505.2000000000005,1,1,1320,79,1,800,small,False
97,0.4171316623687744,192.59999999999988,1,1,40,84,1,200,small,False
98,9.449321985244751,275.20000000001556,1,1,40,93,1,300,small,False
99,1.6906499862670898,498.8000000000022,1,1,40,84,1,300,small,False
100,1.826575517654419,1234.3999999999996,1,1,1320,79,1,500,small,False
101,3.0025689601898193,658.0000000000045,1,1,40,79,1,300,small,False
102,6.360070466995239,721.8000000000117,1,1,40,79,1,500,small,False
103,6.415653944015503,664.000000000012,1,1,40,93,1,700,small,False
104,1.0486397743225098,521.8000000000013,1,1,40,84,1,0,small,False
105,1.9192421436309814,499.4000000000028,1,1,40,84,1,200,small,False
106,6.093885183334351,983.4000000000113,1,1,1320,79,1,600,small,False
107,0.9973325729370117,552.2000000000012,1,1,40,93,1,300,small,False
108,1.6738886833190918,546.6000000000022,1,1,40,79,1,300,small,False
109,0.9684855937957764,515.8000000000006,1,1,40,79,1,300,small,False
110,2.175262451171875,934.4000000000033,1,1,40,84,1,100,small,False
111,0.5539348125457764,141.79999999999984,1,1,40,79,1,0,small,False
112,1.8083889484405518,505.40000000000225,1,1,40,93,1,300,small,False
113,4.355270147323608,1066.800000000005,1,1,1319,79,1,300,small,False
114,1.9342305660247803,707.8000000000027,1,1,39,79,1,100,small,False
115,2.299744129180908,928.6000000000035,1,1,40,79,1,100,small,False
116,2.9558584690093994,889.8000000000044,1,1,40,84,1,200,small,False
117,0.9850244522094727,584.8000000000011,1,1,40,79,1,100,small,False
118,0.9463627338409424,538.0000000000007,1,1,39,79,1,100,small,False
119,1.1318650245666504,527.4000000000013,1,1,40,93,1,200,small,False
120,0.37100696563720703,202.79999999999993,1,1,40,79,1,200,small,False
121,4.098576307296753,1150.6000000000056,1,1,1320,79,1,500,small,False
122,1.941378116607666,609.2000000000029,1,1,40,79,1,200,small,False
123,3.993203639984131,523.4000000000067,1,1,40,79,1,400,small,False
124,3.726569652557373,1127.200000000004,1,1,1320,89,1,400,small,False
125,1.1097211837768555,569.2000000000011,1,1,40,84,1,200,small,False
126,5.362178087234497,786.0000000000085,1,1,40,79,1,600,small,False
127,1.9567079544067383,467.80000000000257,1,1,40,79,1,100,small,False
128,0.6501607894897461,524.2000000000006,1,1,40,93,1,100,small,False
129,0.8721652030944824,574.8000000000009,1,1,40,84,1,200,small,False
130,0.47948360443115234,145.39999999999986,1,1,40,93,1,200,small,False
131,0.5057849884033203,168.59999999999985,1,1,40,84,1,0,small,False
132,0.36406517028808594,205.3999999999999,1,1,40,84,1,200,small,False
133,1.7177674770355225,718.4000000000025,1,1,40,84,1,200,small,False
134,2.9303557872772217,658.4000000000051,1,1,40,84,1,300,small,False
135,4.019439458847046,495.0000000000067,1,1,40,93,1,200,small,False
136,1.0550968647003174,584.4000000000011,1,1,40,79,1,0,small,False
137,1.558821678161621,504.80000000000143,1,1,40,79,1,0,small,False
138,7.5257532596588135,925.2000000000138,1,1,1320,93,1,700,small,False
139,0.33088135719299316,205.7999999999999,1,1,40,79,1,200,small,False
140,4.318332672119141,1199.800000000005,1,1,1320,84,1,400,small,False
141,2.715949058532715,1223.7999999999975,1,1,1320,79,1,200,small,False
142,0.40800976753234863,188.59999999999988,1,1,40,79,1,0,small,False
143,4.0688157081604,598.0000000000072,1,1,40,84,1,100,small,False
144,0.8340954780578613,520.6000000000006,1,1,40,93,1,100,small,False
145,0.42406439781188965,158.79999999999987,1,1,40,93,1,200,small,False
146,3.6659982204437256,629.2000000000061,1,1,40,79,1,200,small,False
147,5.593779802322388,736.4000000000101,1,1,40,89,1,200,small,False
148,0.38684582710266113,200.5999999999999,1,1,40,84,1,200,small,False
149,1.6563704013824463,496.800000000002,1,1,40,79,1,100,small,False
150,3.347909927368164,638.8000000000051,1,1,40,84,1,200,small,False
151,4.049606561660767,858.2000000000064,1,1,40,79,1,200,small,False
152,4.183381795883179,858.000000000007,1,1,40,79,1,100,small,False
153,1.5685336589813232,727.8000000000023,1,1,39,79,1,0,small,False
154,3.992593288421631,511.8000000000069,1,1,40,84,1,200,small,False
155,1.9293675422668457,713.6000000000029,1,1,40,79,1,300,small,False
156,0.5790071487426758,129.19999999999985,1,1,40,93,1,0,small,False
157,2.355193614959717,961.4000000000035,1,1,40,79,1,100,small,False
158,0.8918776512145996,568.4000000000009,1,1,40,84,1,200,small,False
159,0.9499616622924805,558.6000000000009,1,1,40,93,1,0,small,False
160,7.182742118835449,676.000000000013,1,1,40,79,1,300,small,False
161,1.9165353775024414,542.4000000000027,1,1,40,84,1,100,small,False
162,1.7959988117218018,512.0000000000026,1,1,40,79,1,0,small,False
163,2.991145372390747,883.2000000000052,1,1,40,79,1,300,small,False
164,1.9520502090454102,657.800000000003,1,1,40,84,1,200,small,False
165,1.5710599422454834,554.0000000000023,1,1,40,79,1,0,small,False
166,1.8239123821258545,513.2000000000027,1,1,40,79,1,100,small,False
167,1.5269603729248047,700.4000000000021,1,1,40,79,1,100,small,False
168,1.010732889175415,539.800000000001,1,1,40,79,1,0,small,False
169,1.0969061851501465,524.6000000000009,1,1,39,79,1,100,small,False
170,5.192077159881592,785.0000000000092,1,1,40,79,1,300,small,False
171,1.8858616352081299,650.0000000000028,1,1,40,79,1,0,small,False
172,4.556682825088501,1628.7999999999993,1,1,1320,84,1,600,small,False
173,1.9011750221252441,715.8000000000027,1,1,40,79,1,300,small,False
174,2.503751039505005,652.8000000000039,1,1,40,79,1,0,small,False
175,1.436002492904663,623.6000000000017,1,1,40,93,1,100,small,False
176,0.8229629993438721,525.8000000000008,1,1,40,79,1,100,small,False
177,4.01616644859314,852.2000000000072,1,1,40,79,1,500,small,False
178,3.1215648651123047,532.2000000000054,1,1,40,79,1,100,small,False
179,2.0002787113189697,660.8000000000025,1,1,40,79,1,200,small,False
180,1.2782609462738037,507.6000000000015,1,1,40,93,1,0,small,False
181,5.014244556427002,1291.200000000005,1,1,1319,79,1,400,small,False
182,1.7197983264923096,548.0000000000025,1,1,40,79,1,200,small,False
183,0.9359774589538574,545.8000000000008,1,1,40,84,1,100,small,False
184,0.4310441017150879,205.3999999999999,1,1,40,84,1,0,small,False
185,1.7915618419647217,545.4000000000023,1,1,40,84,1,0,small,False
186,0.988147497177124,564.4000000000011,1,1,40,84,1,100,small,False
187,3.0663180351257324,1704.3999999999965,1,1,1320,79,1,600,small,False
188,2.1211678981781006,1230.3999999999996,1,1,1320,89,1,300,small,False
189,1.660956859588623,543.6000000000023,1,1,40,84,1,200,small,False
190,4.0584423542022705,1219.8000000000038,1,1,1320,84,1,500,small,False
191,0.8767614364624023,514.6000000000006,1,1,40,93,1,0,small,False
192,2.577596426010132,601.8000000000044,1,1,40,84,1,100,small,False
193,1.7681212425231934,513.6000000000026,1,1,40,79,1,0,small,False
194,5.01149845123291,520.8000000000092,1,1,40,93,1,200,small,False
195,0.9291584491729736,556.8000000000008,1,1,39,79,1,200,small,False
196,5.405378818511963,1572.7999999999993,1,1,1320,93,1,1200,small,False
197,1.4946033954620361,505.2000000000015,1,1,40,79,1,400,small,False
198,0.9053170680999756,563.4000000000009,1,1,40,93,1,100,small,False
199,3.388936996459961,1171.000000000004,1,1,1320,84,1,400,small,False
200,3.1503963470458984,634.4000000000046,1,1,40,79,1,300,small,False
201,0.4358999729156494,206.1999999999999,1,1,40,84,1,0,small,False
202,3.187791347503662,578.4000000000051,1,1,40,79,1,100,small,False
203,5.668311595916748,1549.8000000000013,1,1,1320,79,1,800,small,False
204,2.188225269317627,536.4000000000023,1,1,40,84,1,500,small,False
205,0.49778318405151367,166.79999999999987,1,1,40,79,1,200,small,False
206,1.8248331546783447,547.8000000000025,1,1,40,84,1,200,small,False
207,2.969393730163574,671.2000000000044,1,1,40,84,1,0,small,False
208,1.7626292705535889,554.8000000000022,1,1,40,84,1,0,small,False
209,0.7969958782196045,551.0000000000008,1,1,40,84,1,100,small,False
210,0.5179128646850586,147.19999999999985,1,1,40,79,1,0,small,False
211,5.023571491241455,1592.4000000000008,1,1,1320,93,1,1100,small,False
212,1.4431838989257812,994.0000000000017,1,1,40,79,1,300,small,False
213,0.5630955696105957,182.79999999999987,1,1,40,84,1,200,small,False
214,4.74658727645874,798.8000000000073,1,1,40,79,1,600,small,False
215,3.5592877864837646,541.0000000000056,1,1,40,84,1,200,small,False
216,4.2828593254089355,1105.200000000006,1,1,1320,89,1,400,small,False
217,1.5790705680847168,554.0000000000023,1,1,40,84,1,0,small,False
218,1.7188653945922852,518.8000000000025,1,1,40,93,1,100,small,False
219,2.710160732269287,644.4000000000045,1,1,40,79,1,200,small,False
220,1.9810762405395508,955.600000000003,1,1,40,79,1,400,small,False
221,1.5139636993408203,735.4000000000023,1,1,40,84,1,100,small,False
222,10.189760684967041,522.8000000000193,1,1,40,79,1,300,small,False
223,1.6169722080230713,1254.7999999999995,1,1,1320,79,1,100,small,False
224,0.8269674777984619,565.4000000000009,1,1,40,79,1,0,small,False
225,6.508178949356079,671.0000000000122,1,1,40,79,1,400,small,False
226,0.8426511287689209,520.8000000000009,1,1,40,79,1,0,small,False
227,5.1294262409210205,821.000000000009,1,1,40,79,1,500,small,False
228,1.5153656005859375,1075.6000000000013,1,1,40,79,1,400,small,False
229,4.855045557022095,1167.0000000000057,1,1,1320,93,1,300,small,False
230,0.3220202922821045,211.1999999999999,1,1,40,79,1,200,small,False
231,7.712208032608032,1011.8000000000137,1,1,1320,84,1,600,small,False
232,2.5997519493103027,932.0000000000042,1,1,40,79,1,100,small,False
233,0.869011640548706,541.600000000001,1,1,39,79,1,100,small,False
234,3.164762020111084,844.2000000000055,1,1,40,79,1,200,small,False
235,3.9433202743530273,1457.2000000000007,1,1,1320,93,1,1000,small,False
236,2.1980669498443604,1205.0000000000007,1,1,1320,89,1,100,small,False
237,1.5898232460021973,554.8000000000023,1,1,40,84,1,0,small,False
238,2.090125322341919,602.2000000000032,1,1,40,84,1,200,small,False
239,0.49692416191101074,172.39999999999984,1,1,40,84,1,200,small,False
240,0.7680103778839111,556.4000000000007,1,1,40,84,1,0,small,False
241,2.742138147354126,670.0000000000047,1,1,40,79,1,100,small,False
242,1.793499231338501,727.6000000000025,1,1,40,79,1,100,small,False
243,0.8028392791748047,553.8000000000006,1,1,40,79,1,0,small,False
244,4.629406690597534,1115.0000000000061,1,1,1320,79,1,400,small,False
245,0.7193059921264648,564.8000000000008,1,1,40,84,1,100,small,False
246,1.6678142547607422,635.8000000000026,1,1,39,79,1,200,small,False
247,3.0851190090179443,883.0000000000051,1,1,40,84,1,200,small,False
248,1.7478606700897217,1256.5999999999997,1,1,1320,79,1,300,small,False
249,3.058488368988037,957.6000000000054,1,1,40,79,1,200,small,False
250,5.244232416152954,1166.2000000000073,1,1,1320,79,1,200,small,False
251,1.8770942687988281,687.2000000000029,1,1,40,93,1,0,small,False
252,2.23872971534729,696.2000000000037,1,1,39,79,1,300,small,False
253,1.7614378929138184,694.4000000000025,1,1,40,79,1,200,small,False
254,2.377410888671875,1215.6000000000004,1,1,40,79,1,300,small,False
255,1.5401012897491455,706.000000000002,1,1,40,79,1,200,small,False
256,1.8569886684417725,672.000000000003,1,1,40,84,1,100,small,False
257,1.6005616188049316,527.4000000000024,1,1,40,79,1,100,small,False
258,4.861151456832886,808.2000000000085,1,1,40,79,1,500,small,False
259,0.3560521602630615,199.9999999999999,1,1,40,84,1,0,small,False
260,0.32689404487609863,206.7999999999999,1,1,40,79,1,200,small,False
261,1.9776942729949951,953.2000000000031,1,1,40,84,1,500,small,False
262,1.924147129058838,715.4000000000027,1,1,40,84,1,200,small,False
263,2.4832170009613037,1001.0000000000035,1,1,40,79,1,200,small,False
264,0.7978739738464355,596.4000000000009,1,1,40,79,1,0,small,False
265,6.464002370834351,716.8000000000119,1,1,40,79,1,300,small,False
266,0.33198094367980957,180.7999999999999,1,1,40,79,1,0,small,False
267,0.8899853229522705,561.2000000000008,1,1,40,79,1,100,small,False
268,0.8061926364898682,566.4000000000009,1,1,40,79,1,100,small,False
269,0.45907020568847656,172.79999999999987,1,1,40,79,1,0,small,False
270,3.011045217514038,607.0000000000047,1,1,40,84,1,300,small,False
271,1.8178527355194092,516.2000000000028,1,1,40,79,1,100,small,False
272,0.7928826808929443,554.0000000000008,1,1,40,79,1,100,small,False
273,1.7079548835754395,694.2000000000027,1,1,40,93,1,100,small,False
274,1.6190781593322754,557.8000000000023,1,1,40,84,1,100,small,False
275,3.132673740386963,1208.2000000000032,1,1,1320,79,1,200,small,False
276,0.8207767009735107,596.8000000000009,1,1,40,84,1,100,small,False
277,2.0916554927825928,679.0000000000033,1,1,40,79,1,200,small,False
278,0.3319675922393799,180.7999999999999,1,1,40,79,1,0,small,False
279,0.992070198059082,556.000000000001,1,1,40,79,1,100,small,False
280,2.834865093231201,1182.4000000000017,1,1,1320,89,1,200,small,False
281,1.5589473247528076,735.2000000000022,1,1,39,79,1,200,small,False
282,0.8336782455444336,596.8000000000009,1,1,40,84,1,100,small,False
283,1.8549513816833496,721.8000000000028,1,1,40,79,1,100,small,False
284,0.751018762588501,556.2000000000007,1,1,40,84,1,0,small,False
285,3.161759853363037,1282.8000000000018,1,1,1320,84,1,300,small,False
286,5.245008945465088,1057.4000000000085,1,1,1320,79,1,400,small,False
287,2.5940887928009033,1698.1999999999955,1,1,1320,79,1,600,small,False
288,2.9695849418640137,1209.4000000000028,1,1,1320,79,1,200,small,False
289,1.889988660812378,481.8000000000027,1,1,40,93,1,100,small,False
290,2.0897696018218994,1196.3999999999996,1,1,1320,79,1,100,small,False
291,1.565244197845459,1045.8000000000013,1,1,39,79,1,200,small,False
292,1.0179550647735596,557.8000000000011,1,1,40,79,1,100,small,False
293,1.5777451992034912,1222.5999999999983,1,1,1320,89,1,0,small,False
294,2.229729175567627,671.2000000000036,1,1,40,93,1,100,small,False
295,3.1552512645721436,866.0000000000055,1,1,40,79,1,200,small,False
296,1.3581914901733398,957.2000000000019,1,1,40,89,1,100,small,False
297,4.0247228145599365,1121.8000000000047,1,1,1320,79,1,200,small,False
298,0.8657352924346924,593.4000000000008,1,1,40,84,1,0,small,False
299,0.8281018733978271,563.6000000000008,1,1,40,79,1,100,small,False
300,1.5620505809783936,696.8000000000022,1,1,39,79,1,200,small,False
301,4.374200105667114,1107.6000000000058,1,1,1320,79,1,500,small,False
302,5.328930854797363,749.8000000000098,1,1,40,89,1,300,small,False
303,1.711937427520752,1267.7999999999993,1,1,1320,79,1,300,small,False
304,0.837012529373169,521.0000000000009,1,1,40,93,1,0,small,False
305,1.9377892017364502,1188.7999999999993,1,1,40,79,1,0,small,False
306,5.035752058029175,1439.2000000000012,1,1,1320,84,1,400,small,False
307,0.35189127922058105,206.7999999999999,1,1,40,79,1,0,small,False
308,0.6923239231109619,552.8000000000005,1,1,40,84,1,100,small,False
309,1.7491226196289062,721.8000000000028,1,1,40,79,1,100,small,False
310,2.6526682376861572,1200.4000000000015,1,1,1319,79,1,300,small,False
311,0.6794474124908447,525.4000000000005,1,1,40,93,1,100,small,False
312,3.057960271835327,1188.0000000000027,1,1,1320,79,1,100,small,False
313,1.5977399349212646,1232.999999999999,1,1,1320,79,1,100,small,False
314,0.38901782035827637,163.19999999999987,1,1,40,79,1,0,small,False
315,2.731459379196167,1197.200000000002,1,1,1320,79,1,400,small,False
316,0.7018153667449951,555.8000000000006,1,1,40,79,1,100,small,False
317,0.36895012855529785,177.99999999999991,1,1,40,79,1,0,small,False
318,2.8631815910339355,1181.2000000000025,1,1,1320,79,1,100,small,False
319,1.4809861183166504,947.6000000000021,1,1,40,79,1,0,small,False
320,0.3180387020111084,208.1999999999999,1,1,39,79,1,0,small,False
321,0.3362560272216797,178.7999999999999,1,1,40,79,1,0,small,False
322,2.5593676567077637,893.4000000000041,1,1,40,89,1,300,small,False
323,0.3640120029449463,203.7999999999999,1,1,40,84,1,0,small,False
324,0.8424599170684814,565.8000000000009,1,1,40,79,1,100,small,False
325,3.0040059089660645,968.400000000005,1,1,40,93,1,200,small,False
326,2.374635934829712,1215.4000000000012,1,1,1320,79,1,500,small,False
327,2.241626024246216,957.4000000000035,1,1,40,79,1,400,small,False
328,0.7045669555664062,554.8000000000006,1,1,40,84,1,100,small,False
329,2.3349039554595947,895.0000000000039,1,1,40,79,1,200,small,False
330,1.7767231464385986,951.4000000000026,1,1,40,84,1,0,small,False
331,2.757385492324829,1230.400000000002,1,1,1320,79,1,300,small,False
332,2.223877191543579,948.200000000003,1,1,40,79,1,100,small,False
333,0.45400142669677734,200.5999999999999,1,1,40,84,1,0,small,False
334,5.939015865325928,2347.199999999982,1,1,1320,93,1,800,small,False
335,1.279853343963623,575.8000000000014,1,1,40,84,1,0,small,False
336,1.9874112606048584,1220.9999999999989,1,1,40,84,1,300,small,False
337,3.430175304412842,435.20000000000573,1,1,40,79,1,100,small,False
338,2.0309345722198486,906.0000000000031,1,1,40,79,1,200,small,False
339,1.8758046627044678,1266.399999999999,1,1,1320,79,1,500,small,False
340,2.351330280303955,897.4000000000037,1,1,40,79,1,100,small,False
341,3.8057236671447754,849.4000000000063,1,1,40,89,1,500,small,False
342,0.3770885467529297,177.39999999999992,1,1,40,79,1,0,small,False
343,2.8527090549468994,898.6000000000045,1,1,40,79,1,100,small,False
344,0.9659242630004883,539.4000000000011,1,1,40,79,1,0,small,False
345,0.7370419502258301,556.4000000000008,1,1,40,84,1,100,small,False
346,1.6251904964447021,962.2000000000021,1,1,40,79,1,100,small,False
347,0.729896068572998,555.8000000000006,1,1,40,84,1,0,small,False
348,2.3702778816223145,1242.400000000001,1,1,1320,79,1,200,small,False
349,1.70438551902771,1262.3999999999994,1,1,1320,79,1,300,small,False
350,0.39986205101013184,163.79999999999987,1,1,40,93,1,0,small,False
351,1.766894817352295,727.0000000000026,1,1,40,84,1,0,small,False
352,1.8735454082489014,1309.1999999999985,1,1,1320,79,1,300,small,False
353,1.9575793743133545,915.4000000000029,1,1,40,79,1,500,small,False
354,2.970519781112671,870.8000000000047,1,1,40,89,1,0,small,False
355,0.720977783203125,527.4000000000007,1,1,40,93,1,100,small,False
356,1.5146572589874268,704.2000000000023,1,1,40,79,1,200,small,False
357,0.33197832107543945,179.7999999999999,1,1,40,79,1,0,small,False
358,0.6888527870178223,558.8000000000006,1,1,40,79,1,100,small,False
359,1.6719920635223389,702.4000000000021,1,1,40,79,1,300,small,False
360,2.6347897052764893,952.6000000000039,1,1,40,79,1,200,small,False
361,0.397991418838501,190.39999999999986,1,1,40,79,1,200,small,False
362,0.6750051975250244,526.4000000000007,1,1,40,79,1,0,small,False
363,3.335726737976074,1762.9999999999952,1,1,1319,79,1,1300,small,False
364,4.182271242141724,800.4000000000068,1,1,40,79,1,100,small,False
365,0.35189199447631836,202.3999999999999,1,1,40,79,1,0,small,False
366,0.7619748115539551,567.4000000000008,1,1,40,84,1,0,small,False
367,7.774184703826904,2859.599999999957,1,2,40,199,1,15400,small,False
368,1.631394624710083,737.2000000000022,1,1,40,84,1,100,small,False
369,1.7238287925720215,1305.999999999998,1,1,1320,79,1,300,small,False
370,1.885937213897705,934.6000000000029,1,1,40,89,1,400,small,False
371,1.8433265686035156,633.2000000000029,1,1,40,84,1,200,small,False
372,3.0291850566864014,1164.8000000000027,1,1,1320,93,1,300,small,False
373,0.3849503993988037,159.79999999999987,1,1,40,79,1,0,small,False
374,4.037921190261841,1639.1999999999969,1,1,1320,79,1,400,small,False
375,1.5957450866699219,706.4000000000023,1,1,40,79,1,200,small,False
376,1.0569698810577393,554.0000000000008,1,1,40,79,1,0,small,False
377,0.9019582271575928,560.8000000000011,1,1,40,79,1,200,small,False
378,1.0159378051757812,534.0000000000007,1,1,40,84,1,200,small,False
379,2.0771541595458984,1325.5999999999988,1,1,1320,84,1,100,small,False
380,0.6979963779449463,555.4000000000007,1,1,40,84,1,0,small,False
381,1.026975154876709,567.8000000000011,1,1,40,84,1,0,small,False
382,0.35755443572998047,180.7999999999999,1,1,40,79,1,0,small,False
383,2.53798508644104,1187.800000000001,1,1,1320,89,1,200,small,False
384,1.4920105934143066,547.8000000000022,1,1,40,84,1,0,small,False
385,0.7539980411529541,556.6000000000007,1,1,40,84,1,100,small,False
386,1.445181131362915,734.0000000000022,1,1,39,79,1,300,small,False
387,2.2158219814300537,1181.4000000000003,1,1,1320,93,1,0,small,False
388,2.224003791809082,905.4000000000037,1,1,40,79,1,100,small,False
389,2.741170883178711,1265.6000000000013,1,1,1320,93,1,200,small,False
390,1.730107069015503,992.2000000000027,1,1,40,79,1,200,small,False
391,0.35301804542541504,176.7999999999999,1,1,40,79,1,0,small,False
392,0.3450043201446533,206.1999999999999,1,1,40,84,1,0,small,False
393,0.8028440475463867,566.4000000000009,1,1,40,79,1,100,small,False
394,1.821080207824707,1061.4000000000017,1,1,40,79,1,100,small,False
395,0.36383938789367676,180.7999999999999,1,1,40,79,1,0,small,False
396,3.526550531387329,1147.6000000000042,1,1,1320,79,1,200,small,False
