Episode,Time,Reward,World,Stage,X Position,Y Position,Life,Score,Status,Reached Flag
339,0,0.620222806930542,226.29999999999998,1,1,40,79,1,0,small,False
340,0,0.6477317810058594,226.29999999999998,1,1,40,79,1,0,small,False
341,0,0.6479697227478027,226.29999999999998,1,1,40,79,1,0,small,False
342,0,0.6682760715484619,226.29999999999998,1,1,40,79,1,0,small,False
343,0,0.612008810043335,226.29999999999998,1,1,40,79,1,0,small,False
344,0,0.65224289894104,226.29999999999998,1,1,40,79,1,0,small,False
345,0,0.6278483867645264,226.29999999999998,1,1,40,79,1,0,small,False
346,0,0.6178226470947266,226.29999999999998,1,1,40,79,1,0,small,False
347,0,0.5951590538024902,226.29999999999998,1,1,40,79,1,0,small,False
348,0,0.5965816974639893,226.29999999999998,1,1,40,79,1,0,small,False
349,0,0.6088261604309082,226.29999999999998,1,1,40,79,1,0,small,False
350,0,0.5868568420410156,226.29999999999998,1,1,40,79,1,0,small,False
351,0,0.5882279872894287,226.29999999999998,1,1,40,79,1,0,small,False
352,0,0.5970048904418945,226.29999999999998,1,1,40,79,1,0,small,False
353,0,0.6011693477630615,226.29999999999998,1,1,40,79,1,0,small,False
354,0,0.6128287315368652,226.29999999999998,1,1,40,79,1,0,small,False
355,0,0.6148045063018799,226.29999999999998,1,1,40,79,1,0,small,False
356,0,0.5910258293151855,226.29999999999998,1,1,40,79,1,0,small,False
357,0,0.6249010562896729,226.29999999999998,1,1,40,79,1,0,small,False
358,0,0.6986119747161865,226.29999999999998,1,1,40,79,1,0,small,False
359,0,0.6175882816314697,226.29999999999998,1,1,40,79,1,0,small,False
360,0,0.5968625545501709,226.29999999999998,1,1,40,79,1,0,small,False
